12:47:49 | INFO     | root                 | Application started. Log file: D:\Qappalabs\Product_OX\logs\orchestrix_20250905_124749.log
12:48:38 | ERROR    | root                 | Connection failed for docker-desktop: Failed to connect to cluster: docker-desktop
12:48:39 | INFO     | Pages.HomePage       | OrchestrixGUI.show_error_message() completed
12:48:53 | INFO     | root                 | Optimized all caches
12:49:24 | INFO     | root                 | Optimized all caches
12:49:34 | INFO     | Pages.HomePage       | OrchestrixGUI.filter_content() completed
12:49:34 | INFO     | Pages.HomePage       | OrchestrixGUI.update_content_view() completed
12:49:34 | INFO     | root                 | Requesting cluster switch to: docker-desktop
12:49:34 | INFO     | root                 | Updated HomePage status for docker-desktop: connecting
12:49:34 | INFO     | root                 | Updated HomePage status for docker-desktop: connecting
12:49:34 | INFO     | Pages.HomePage       | OrchestrixGUI.navigate_to_cluster() completed
12:49:34 | INFO     | Pages.HomePage       | OrchestrixGUI.handle_item_single_click() completed
12:49:34 | INFO     | root                 | Connecting to cluster: docker-desktop
12:49:34 | INFO     | root                 | Loaded kubeconfig for context: docker-desktop
12:49:34 | INFO     | root                 | API Service: Successfully connected to Kubernetes API - nodes API ready
12:49:34 | INFO     | root                 | Cleared all resource cache
12:49:34 | INFO     | root                 | Successfully connected to cluster: docker-desktop
12:49:34 | WARNING  | root                 | Failed to load nodes: Invalid format string
12:49:34 | INFO     | root                 | Keeping existing cache for successful connection: docker-desktop
12:49:34 | INFO     | root                 | Successfully connected to cluster: docker-desktop
12:49:34 | INFO     | root                 | Updated HomePage status for docker-desktop: connected
12:49:34 | INFO     | root                 | Updated HomePage status for docker-desktop: connected
12:49:34 | INFO     | root                 | Switching to cluster view for docker-desktop
12:49:34 | INFO     | root                 | ClusterPage: force_load_data called - requesting fresh metrics and issues
12:49:34 | INFO     | root                 | ClusterPage: Successfully connected cluster connector signals
12:49:34 | INFO     | root                 | ClusterPage: Refreshing metrics and issues data
12:49:34 | INFO     | root                 | Loading cluster metrics...
12:49:34 | INFO     | root                 | Loading cluster issues...
12:49:34 | INFO     | root                 | ClusterView: Setting active cluster to docker-desktop
12:49:34 | INFO     | root                 | Setting current cluster to docker-desktop
12:49:34 | INFO     | root                 | ClusterView: Set cluster connector current cluster to docker-desktop
12:49:34 | INFO     | root                 | ClusterView: Set active cluster to docker-desktop, waiting for connection events
12:49:34 | INFO     | root                 | Cluster docker-desktop successfully connected
12:49:34 | INFO     | root                 | Cluster docker-desktop successfully connected
12:49:34 | INFO     | root                 | Calculated real cluster metrics: CPU 7.1%, Memory 6.7%, Pods 8.2%
12:49:34 | INFO     | root                 | Found 7 real cluster issues
12:49:34 | INFO     | root                 | Calculated fresh metrics for docker-desktop
12:49:34 | INFO     | root                 | ClusterPage: force_load_data called - requesting fresh metrics and issues
12:49:34 | INFO     | root                 | ClusterPage: Successfully connected cluster connector signals
12:49:34 | INFO     | root                 | ClusterPage: Refreshing metrics and issues data
12:49:34 | INFO     | root                 | Loading cluster metrics...
12:49:34 | INFO     | root                 | Loading cluster issues...
12:49:34 | INFO     | root                 | Post-switch operations completed for docker-desktop
12:49:34 | INFO     | root                 | ClusterPage: update_issues called with 7 issues
12:49:34 | INFO     | root                 | ClusterPage: Displaying 7 issues
12:49:34 | INFO     | root                 | ClusterPage: update_metrics called with data: {'cpu': {'usage': 7.08, 'requests': 0.85, 'limits': 0.0, 'allocatable': 12.0, 'capacity': 12.0}, 'memory': {'usage': 6.72, 'requests': 240.0, 'limits': 340.0, 'allocatable': 3473.21, 'capacity': 3573.21}, 'pods': {'usage': 8.18, 'count': 9, 'capacity': 110}}
12:49:34 | INFO     | root                 | ClusterPage: Processing metrics with keys: ['cpu', 'memory', 'pods']
12:49:34 | INFO     | root                 | ClusterPage: Updating CPU - usage=7.08%, capacity=12.0
12:49:34 | INFO     | root                 | ClusterPage: CPU status widget updated successfully
12:49:35 | INFO     | root                 | ClusterPage: CPU chart updated successfully with 1 points
12:49:35 | INFO     | root                 | ClusterPage: Updating Memory - usage=6.72%, capacity=3573.21
12:49:35 | INFO     | root                 | ClusterPage: Memory status widget updated successfully
12:49:35 | INFO     | root                 | ClusterPage: Memory chart updated successfully with 1 points
12:49:35 | INFO     | root                 | ClusterPage: Updating Pods - usage=8.18%, count=9, capacity=110
12:49:35 | INFO     | root                 | ClusterPage: Pod status widget updated successfully
12:49:35 | INFO     | root                 | ClusterPage: All metrics widgets updated successfully
12:49:35 | INFO     | Pages.HomePage       | OrchestrixGUI.filter_content() completed
12:49:35 | INFO     | Pages.HomePage       | OrchestrixGUI.update_content_view() completed
12:49:35 | INFO     | root                 | Successfully connected to cluster: docker-desktop
12:49:35 | INFO     | root                 | ClusterPage: update_metrics called with data: {'cpu': {'usage': 7.08, 'requests': 0.85, 'limits': 0.0, 'allocatable': 12.0, 'capacity': 12.0}, 'memory': {'usage': 6.72, 'requests': 240.0, 'limits': 340.0, 'allocatable': 3473.21, 'capacity': 3573.21}, 'pods': {'usage': 8.18, 'count': 9, 'capacity': 110}}
12:49:35 | INFO     | root                 | ClusterPage: Processing metrics with keys: ['cpu', 'memory', 'pods']
12:49:35 | INFO     | root                 | ClusterPage: Updating CPU - usage=7.08%, capacity=12.0
12:49:35 | INFO     | root                 | ClusterPage: CPU status widget updated successfully
12:49:35 | INFO     | root                 | ClusterPage: CPU chart updated successfully with 2 points
12:49:35 | INFO     | root                 | ClusterPage: Updating Memory - usage=6.72%, capacity=3573.21
12:49:35 | INFO     | root                 | ClusterPage: Memory status widget updated successfully
12:49:35 | INFO     | root                 | ClusterPage: Memory chart updated successfully with 2 points
12:49:35 | INFO     | root                 | ClusterPage: Updating Pods - usage=8.18%, count=9, capacity=110
12:49:35 | INFO     | root                 | ClusterPage: Pod status widget updated successfully
12:49:35 | INFO     | root                 | ClusterPage: All metrics widgets updated successfully
12:49:35 | INFO     | root                 | ClusterPage: update_issues called with 7 issues
12:49:35 | INFO     | root                 | ClusterPage: Displaying 7 issues
12:49:35 | INFO     | root                 | ClusterPage: force_load_data called - requesting fresh metrics and issues
12:49:35 | INFO     | root                 | ClusterPage: Successfully connected cluster connector signals
12:49:35 | INFO     | root                 | ClusterPage: Refreshing metrics and issues data
12:49:35 | INFO     | root                 | Loading cluster metrics...
12:49:35 | INFO     | root                 | Loading cluster issues...
12:49:35 | INFO     | root                 | ClusterPage: update_metrics called with data: {'cpu': {'usage': 7.08, 'requests': 0.85, 'limits': 0.0, 'allocatable': 12.0, 'capacity': 12.0}, 'memory': {'usage': 6.72, 'requests': 240.0, 'limits': 340.0, 'allocatable': 3473.21, 'capacity': 3573.21}, 'pods': {'usage': 8.18, 'count': 9, 'capacity': 110}}
12:49:35 | INFO     | root                 | ClusterPage: Processing metrics with keys: ['cpu', 'memory', 'pods']
12:49:35 | INFO     | root                 | ClusterPage: Updating CPU - usage=7.08%, capacity=12.0
12:49:35 | INFO     | root                 | ClusterPage: CPU status widget updated successfully
12:49:35 | INFO     | root                 | ClusterPage: CPU chart updated successfully with 3 points
12:49:35 | INFO     | root                 | ClusterPage: Updating Memory - usage=6.72%, capacity=3573.21
12:49:35 | INFO     | root                 | ClusterPage: Memory status widget updated successfully
12:49:35 | INFO     | root                 | ClusterPage: Memory chart updated successfully with 3 points
12:49:35 | INFO     | root                 | ClusterPage: Updating Pods - usage=8.18%, count=9, capacity=110
12:49:35 | INFO     | root                 | ClusterPage: Pod status widget updated successfully
12:49:35 | INFO     | root                 | ClusterPage: All metrics widgets updated successfully
12:49:35 | INFO     | root                 | ClusterPage: update_issues called with 7 issues
12:49:35 | INFO     | root                 | ClusterPage: Displaying 7 issues
12:49:36 | INFO     | root                 | ClusterPage: Refreshing metrics and issues data
12:49:36 | INFO     | root                 | Loading cluster metrics...
12:49:36 | INFO     | root                 | Loading cluster issues...
12:49:36 | INFO     | root                 | ClusterPage: update_metrics called with data: {'cpu': {'usage': 7.08, 'requests': 0.85, 'limits': 0.0, 'allocatable': 12.0, 'capacity': 12.0}, 'memory': {'usage': 6.72, 'requests': 240.0, 'limits': 340.0, 'allocatable': 3473.21, 'capacity': 3573.21}, 'pods': {'usage': 8.18, 'count': 9, 'capacity': 110}}
12:49:36 | INFO     | root                 | ClusterPage: Processing metrics with keys: ['cpu', 'memory', 'pods']
12:49:36 | INFO     | root                 | ClusterPage: Updating CPU - usage=7.08%, capacity=12.0
12:49:36 | INFO     | root                 | ClusterPage: CPU status widget updated successfully
12:49:36 | INFO     | root                 | ClusterPage: CPU chart updated successfully with 4 points
12:49:36 | INFO     | root                 | ClusterPage: Updating Memory - usage=6.72%, capacity=3573.21
12:49:36 | INFO     | root                 | ClusterPage: Memory status widget updated successfully
12:49:36 | INFO     | root                 | ClusterPage: Memory chart updated successfully with 4 points
12:49:36 | INFO     | root                 | ClusterPage: Updating Pods - usage=8.18%, count=9, capacity=110
12:49:36 | INFO     | root                 | ClusterPage: Pod status widget updated successfully
12:49:36 | INFO     | root                 | ClusterPage: All metrics widgets updated successfully
12:49:36 | INFO     | root                 | ClusterPage: update_issues called with 7 issues
12:49:36 | INFO     | root                 | ClusterPage: Displaying 7 issues
12:49:36 | INFO     | root                 | NodesPage: Setting up virtual scrolling mode
12:49:36 | INFO     | root                 | NodesPage: Virtual table setup completed
12:49:37 | INFO     | root                 | NodesPage: Virtual layout setup completed successfully with Node title, count, refresh button and search bar above table
12:49:37 | INFO     | root                 | NodesPage: Virtual table and graphs created successfully
12:49:37 | INFO     | root                 | NodesPage: force_load_data() called
12:49:37 | INFO     | root                 | NodesPage: load_data() called, is_loading=False
12:49:37 | INFO     | root                 | NodesPage: Using cluster_connector to load nodes data
12:49:37 | INFO     | root                 | Cluster Connector: Initiating node data loading process
12:49:37 | INFO     | root                 | Unified Resource Loader: Starting async load for resource_type='nodes', namespace='all'
12:49:37 | INFO     | root                 | Unified Resource Loader: Successfully initiated async loading for nodes with operation_id: nodes_all_1757056777137
12:49:37 | INFO     | root                 | Cluster Connector: Started loading nodes with operation_id: nodes_all_1757056777137
12:49:37 | INFO     | root                 | NodesPage: force_load_data() called
12:49:37 | INFO     | root                 | Unified Resource Loader: Processing 1 nodes in chunks of 200
12:49:37 | INFO     | root                 | Unified Resource Loader: Chunked processing completed - 0 items processed
12:49:37 | INFO     | root                 | Unified Resource Loader: Loaded 0 nodes in 18.9ms
12:49:37 | INFO     | root                 | Unified Resource Loader: Load completed successfully for nodes (operation_id: nodes_all_1757056777137)
12:49:37 | ERROR    | root                 | Unified Resource Loader: Error emitting load completion signal for nodes: Invalid format string
12:49:37 | INFO     | root                 | NodesPage: _initial_load_data() called
12:49:37 | INFO     | root                 | NodesPage: load_data() called, is_loading=True
12:49:42 | INFO     | root                 | NodesPage: No data loaded yet, showing startup loading message
12:49:42 | INFO     | root                 | NodesPage: load_data() called, is_loading=True
12:49:53 | INFO     | root                 | Optimized all caches
12:50:24 | INFO     | root                 | Optimized all caches
12:50:53 | INFO     | root                 | Optimized all caches
12:51:16 | INFO     | root                 | Starting application shutdown sequence...
12:51:16 | INFO     | root                 | Starting resource cleanup...
12:51:16 | INFO     | root                 | Resource cleanup completed: 3 resources cleaned, 0 objects collected
12:51:16 | INFO     | root                 | Application shutdown completed successfully.
12:51:17 | INFO     | root                 | Application event loop finished. Exit code: 0
12:51:17 | INFO     | root                 | Exiting application with status code: 0
